"RecipeInstructions","Name","Images","Keywords","RecipeIngredientQuantities","RecipeIngredientParts","AggregatedRating","ReviewCount","RecipeId","RecipeCategory"
"Mix first 4 ingredients together, coat chicken thoroughly., Saute chicken in butter until golden, about 5 minutes., Add water and bouillon cube., Cover and simmer 30 minutes., Remove chicken to warm platter., Whisk together remaining ingredients., Stir into chicken broth, cook until thickened., Pour gravy over chicken., Sprinkle with pine nuts just before serving.","Chicken in Mustard Sauce","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/50/8/picFDiBJ3.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/50/8/picH5t8zv.jpg","Chicken Breast, Chicken, Poultry, Meat, Canadian, Kid Friendly, < 60 Mins, Stove Top, Easy","1/4, 1/2, 2, 1, 2, 1/4, 1, 1/4, 1/2, 3/4, 1, 1/2, 1, NA","all-purpose flour, salt, garlic cloves, onion, boneless skinless chicken breasts, butter, margarine, chicken bouillon cube, water, lemon juice, dry mustard, granulated sugar, cornstarch, water, pine nuts","5","8","13508","Lunch/Snacks"
"In a skillet, cook chicken, onion, carrot, and garlic in butter for 5 to 7 minutes or until chicken is no longer pink., In a bowl, combine cornstarch, broth, lemon juice, and salt (if desired) until smooth., Add to skillet; bring to a boil., Cook and stir for 2 minutes or until thickened., Stir in rice and peas., Remove from heat; cover and let stand for 5 minutes.","Lemon Chicken and Rice","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/78/2/picdPvRF1.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/78/2/picFL6PW3.jpg","Lunch/Snacks, Chicken, Poultry, Rice, Vegetable, Meat, Healthy, Potluck, < 60 Mins, Beginner Cook, Stove Top, Easy","1, 1, 1, 2, 2, 1, 1, 2, 1/2, 1 1/2, 1","boneless skinless chicken breast, onion, carrot, garlic, butter, cornstarch, chicken broth, lemon juice, salt","4.5","13","13782","One Dish Meal"
"Sprinkle pork cubes with salt and pepper., In a large heavy frypan (cast iron) heat olive oil., Add pork and brown on all sides., Remove and set aside., Add to the pan, onion, garlic, celery and carrot., Cook, stirring until onions are soft about 5 minutes., Add pork and remaining ingredients, stir well, cover and simmer 10 to 15 minutes.","Pork Cacciatore","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/01/3/picWGgiYi.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/01/3/picF8XETc.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/01/3/picdKYd2n.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/01/3/piczZcetn.jpg","Pork, Meat, Canadian, European, < 30 Mins, Beginner Cook, Stove Top, Easy","1, NA, 2, 1, 2, 1, 1, 1/4, 1, 1/3, 2, 1/4, 1/4","boneless pork leg, olive oil, onion, garlic cloves, celery, carrot, mushroom, crushed tomatoes, dry red wine, beef broth, rosemary, dry basil, oregano leaves","4.5","6","14013","Lunch/Snacks"
"In olive oil flavored spray, brown chicken., Add all other ingredients and simmer until hot., Serve with pasta or rice.","Chicken with Roasted Red Peppers","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/32/9/pic41Eues.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/32/9/picF27Z9h.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/32/9/picAlPEhs.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/32/9/picKzHtNF.jpg","Chicken, Poultry, Meat, Very Low Carbs, Lactose Free, Healthy, Kosher, Free Of..., Potluck, < 60 Mins, Stove Top, Easy","4, 1/2, 1/4, 2, 4, 1/4 - 1/2, 1, NA","boneless skinless chicken breast halves, salt, pepper, garlic, white wine, vinegar, parsley","4.5","10","14329","Lunch/Snacks"
"Place all the contents on the spread out cheesecloth., Bring corners together and tie with a string., To brew place tea bag in a mug and add 6 oz boiling water., Steep 4-5 minutes.","Mulled Tea","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/40/4/pic4JCE4t.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/40/4/picS0bCTu.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/40/4/picq8OMPR.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/40/4/picPy27EY.jpg","Lunch/Snacks, Vegan, < 15 Mins","2 1/2, 3, 3, 1, 1/2, 1/4, NA, NA","cloves, allspice berries, cinnamon stick, fresh lemon rind","5","3","14404","Beverages"
"Put butter into a Microwave Popcorn Popper or a glass casserole dish, and microwave on high for one minute., Add the uncooked rice, and stir until all the grains are coated in the butter., Add everything else, and microwave on high for 10 minutes., Let sit for an additional 5 minutes or until all the liquid is absorbed., Add salt and pepper to taste.","Solo Microwave Chicken and Rice","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/92/4/pic9IlqoH.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/92/4/picE6SmYw.jpg","Chicken, Poultry, Rice, Vegetable, Meat, Low Cholesterol, Healthy, Microwave, < 30 Mins, Beginner Cook, Easy","1, 1/4, 1/4, 1/2, 1, 1, 1, 1","boneless skinless chicken breast, onion, green bell pepper, rice, water, chicken broth, butter, lemon juice, dried basil","4.5","2","14924","Lunch/Snacks"
"Combine the curry powder and salt in a bowl, add the chicken and toss to coat., Heat the oil in a non-stick pan, over medium high, add the garlic, ginger, and onion., Cook, stirring for 1 minute, then add the chicken and sear for 2 to 3 minutes per side, until browned., Add the coconut milk and lime juice, reduce heat to medium, and cook stirring occasionally, about 15 minutes.","Coconut Curried Chicken","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/29/4/01487289060.jpeg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/29/4/01478652200.jpeg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/29/4/piceefyMP.jpg","Chicken, Poultry, Coconut, Fruit, Nuts, Meat, < 60 Mins","1, 1/2, 2, 2, 2, 1, 1, 1/2, 1","curry powder, salt, canola oil, garlic, ginger, onion, boneless chicken breast, low-fat coconut milk, lime juice","5","21","15294","Chicken Breast"
"Combine plums and water in a Dutch oven, and bring to a boil., Reduce heat, and simmer, uncovered, 20 minutes or until tender., Stir in sugar, juice, ginger, and rind., Cook over medium heat 40 minutes, until thick or a candy thermometer reaches 210÷., Stir mixture occasionally., (Do not overcook or mixture will scorch)., Cool., Discard lemon rind., Store in an airtight container in the refrigerator up to 2 weeks.","Gingery Plum Jam","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/16/9/picJYrRJC.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/16/9/pic6CncgJ.jpg","Fruit, Vegan, Kosher, Free Of..., Christmas, Weeknight, Stove Top, < 4 Hours","4, 1, 3, 3, 1 1/2, 2","plums, water, sugar, fresh lemon juice, fresh ginger, fresh lemon rind","4.5","8","16169","Plums"
"In a heavy saucepan, heat oil over mediumheat and cook onion for 5 minutes, or until softened., Stir in rice, then stock, and bring to a boil., Reduce heat and cover; let simmer for 20 minutes, or until rice is tender., Stir in lemon zest, lemon juice, and parsley; taste and add pepper if you wish., Note: this reheats very well so don't fret if this makes too much for your family.","Lemony Rice Pilaf","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/51/2/picxHuqVP.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/51/2/pic136EG7.jpg","Long Grain Rice, Rice, Fruit, Vegetable, Canadian, Kid Friendly, Kosher, Potluck, < 60 Mins, Beginner Cook, Stove Top, Easy, Inexpensive","1, 1, 1 1/2, 3, 1, 1, 1/2, NA","onion, long grain white rice, lemon, rind of, lemon juice, flat-leaf Italian parsley, fresh ground pepper","5","55","16512","White Rice"
"Preheat broiler., Combine first 7 ingredients in a medium bowl., Divide evenly among muffin halves, sprinkle with cheese., Place on a baking sheet, broil 4 minutes or until golden.","Tuna Melt on English Muffins for 2","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/51/59/52/1MrVuhFETPaJJBSPpJvQ_picC9sIWO.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/87/8/picC9sIWO.jpg","Breakfast, Lunch/Snacks, Tuna, Canadian, Kid Friendly, Broil/Grill, < 30 Mins, Oven, Beginner Cook, Easy, Inexpensive","1/2, 1/4, 1, 1, 1/2, 1/8, 1, 2, 6","canned artichoke heart, green onion, lemon juice, olive oil, dried oregano, cayenne pepper, albacore tuna in water, English muffins, provolone cheese, sharp cheddar cheese","5","10","16878","One Dish Meal"
"Brown the chicken in a frying pan., Combine all ingredients, except for 1/2 cup oriental noodles, in a casserole dish., Bake for 45-60 minutes at 350F, adding the reserved noodles on top in the last few minutes of cooking.","Chicken Pineapple Casserole","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/11/0/pic8F6qwf.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/11/0/17110.jpg","Chicken, Pineapple, Poultry, Tropical Fruits, Fruit, Vegetable, Meat, Canadian, Potluck, Oven, < 4 Hours, Easy","2, 1, 1  - 1 1/2, 2, 1, 2","skinless chicken breasts, celery, pineapple chunks, soya sauce","4.5","8","17110","One Dish Meal"
"Heat the oven to 425°F., Cut chicken breasts into 4-6 ounce pieces., Sprinkle the chicken with salt and pepper., Wrap a slice of bacon around each piece of chicken and place in baking dish., Sprinkle with rosemary., Roast for 15 minutes at 425°F., Reduce heat to 375°F and continue roasting until done.  It won't take long--be careful not to over cook chicken (chicken is done when juices run clear when pierced).","Bacon-Wrapped Rosemary Chicken","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/13/9/pick78dkb.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/13/9/picENCjmf.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/13/9/picNE54Zw.jpg","Chicken, Pork, Poultry, Meat, Very Low Carbs, High Protein, Kid Friendly, High In..., < 60 Mins, Easy","2 1/2, NA, NA, 1 1/2, 1/2 - 1","boneless skinless chicken breasts, salt, fresh ground pepper, dried rosemary, bacon","5","18","17139","Chicken Breast"
"In one bowl, mix cereal crumbs, seasonings & flour., Place the melted butter in another bowl., Dip the breasts into melted butter then coat with the cereal mixture., Place into a greased 9x13-inch baking dish., Drizzle remaining melted on top of chicken and coat with remaining mixture if you like extra breading., Bake, uncovered at 400°F for 30 minutes or a bit longer for outside crispiness.","Chicken Ala Rice Krispies","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/14/1/picywR8Xr.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/14/1/piciS4UcZ.jpg","Chicken, Poultry, Meat, High Protein, Kid Friendly, High In..., < 60 Mins, Oven, Small Appliance, Easy, Inexpensive","4, 1 1/2, 2, 1/2, 1/4, 1/4","boneless chicken breasts, flour, salt, poultry seasoning, butter, margarine","5","13","17141","Chicken Breast"
"In a large bowl stir together flours, soda, and salt, set aside., In separate bowl combine eggs, buttermilk, molasses, honey and citrus peel, add to dry ingreadients, stirring'til blended., Stir in nuts and raisins., turn into two greased 8 x 4 x 2 inch loaf pans., Bake in 350 degree oven for 55 minutes, covering with foil the last 15 to 20 minutes., Remove from pans and cool on wire rack.","Brown Nut Bread","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/14/7/picLJaRDJ.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/14/7/picziNpaV.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/14/7/picXqJZ1F.jpg","Breads, Lunch/Snacks, Fruit, Nuts, Canadian, Healthy, Kid Friendly, Potluck, Spring, Summer, Winter, Weeknight, For Large Groups, Oven, Beginner Cook, < 4 Hours, Easy, Inexpensive","2 1/4, 1 3/4, 2, 1, 2, 2, 1/2, 1/3, 2, 1, 3/4","whole wheat flour, all-purpose flour, baking soda, salt, eggs, buttermilk, molasses, honey, oranges, lemons, rind of, walnuts, raisins","5","1","17147","Quick Breads"
"Heat 2 tbsp oil in a saucepan, add the chicken and cook until inside is white., (I use cooking spray)., Remove chicken, add onions and cook until soft, return chicken to saucepan and add green bell pepper and jalapeno., Season with salt and pepper, add cabbage and cook for a few minutes., Add the last three ingredients and cook for a few minutes longer., Goes well with rice or pita.","Easy stir fried chicken","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/27/9/picnsiaKb.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/27/9/picWSFKxm.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/27/9/pic9I29dr.jpg","Poultry, Vegetable, Meat, Healthy, Kid Friendly, < 30 Mins, Stove Top, Stir Fry, Easy, Inexpensive","2, 1, 1, 1, NA, NA, 1, 1, 1, 2","boneless skinless chicken breast halves, onion, green bell pepper, salt, pepper, cabbage, soy sauce, Worcestershire sauce, white vinegar","5","3","17279","Chicken"
"Dredge the chicken in flour seasoned with salt and pepper., Saute in clarified butter until lightly browned on both sides, approximately 6-7 minutes., Reduce heat, and cover., Cook until chicken is done., Remove chicken to serving platter and top with the shellfish and asparagus laid across the top., Coat with Hollandaise sauce., Serve immediately.","Chicken Supreme 'Oscar'","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/37/4/pic9eTC1C.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/37/4/picHYz21p.jpg","Crab, Chicken, Poultry, Vegetable, Meat, High Protein, Healthy, High In..., < 30 Mins, Oven, Stove Top","2 -4, 1/4, NA, NA, NA, NA, NA","boneless skinless chicken breasts, flour, shrimp, lobster, salt, pepper, asparagus spear","5","8","17374","Lobster"
"Brown chicken in butter in a dutch oven., Scatter onion and garlic over chicken., Add mushrooms,and cook 5 minutes., Add chicken broth., Add wine, cook another 5 minutes., Add rice, cover and cook 20 minutes.","My Best Chicken And Rice In Wine","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/65/6/picyBebQx.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/65/6/picLh7nVF.jpg","Poultry, Meat, Healthy, < 60 Mins, Stove Top","4, 4, 1/2, 2, 1, 1, 1/2, 3/4","boneless skinless chicken breast halves, butter, onion, garlic, fresh mushrooms, chicken broth, dry white wine, rice","4.5","15","17656","Chicken"
"Place chicken in crockpot., Mix other ingredients except cilantro., Pour over chicken., Cook for 4 hours on low., Sprinkle cooked chicken with cilantro.  This is great served with rice!","Slow Cooker Thai Chicken","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/91/3/VsbbvM9eTvSiou6NoNbZ_Thai%20Chicken%202.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/91/3/FlrixC74Qdm8DxSs7HwN_Thai%20Chicken%201.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/91/3/L7MDFxaQXmYhxq5kMjlQ_Thai%20Chicken%203.jpg","Chicken, Poultry, Meat, Thai, Asian, High Protein, High In..., Weeknight","1  - 1 1/2, 3/4, 2, 1, 1, 1/4, 1/2, 2","boneless skinless chicken breast, salsa, lime juice, soy sauce, gingerroot, peanuts, peanut butter, fresh cilantro","4","49","17913","Chicken Breast"
"In medium skillet over medium-high heat, heat oil., Add chicken and cook until browned, stirring often., ADD soup, milk, cheese, chili powder and garlic powder and heat through, stirring often., Serve over pasta., Notes: Cut raw chicken on a smooth, easy to clean surface, or on disposable plastic or paper., When through, be sure to wash your hands and all surfaces and utensils in contact with the raw chicken with hot water and anti-bacterial soap.","Chili Chicken Pasta Topper","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/54/0/picSoV0kc.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/54/0/pickafAph.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/54/0/picUl87o7.jpg","Chicken, Poultry, Meat, < 30 Mins, Stove Top, Easy","1, 1, 1, 1/2, 2, 1, 1/2, 4","boneless chicken breast, milk, parmesan cheese, chili powder, garlic powder, corkscrew macaroni","5","3","18540","Chicken Breast"
"In large skillet or wok, stir fry chichen in oil till no longer pink, 5-6 minutes., Remove chicken and keep warm., Stir fry the onion, carrot, green pepper, and mushrooms till crisp-tender, 4-5 minutes., In small bowl, mix broth, cornstarch, soy sauce, and ginger., Add to skillet; cook and stir till thickened and bubbly., Return chicken to skillet with peapods; stir until heated through., Serve over rice and top with cashews.","Chicken Stir Fry","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/55/2/pic3Rd1sP.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/55/2/picIJBwDT.jpg","Poultry, Vegetable, Meat, Chinese, Asian, < 30 Mins, Stir Fry, Easy, Inexpensive","1 1/2, 1, 1, 1, 1, 1, 1, 3, 3, 1/2, 2, 1/2","boneless chicken, onion, carrot, green pepper, fresh mushrooms, chicken broth, cornstarch, soy sauce, ground ginger, cashews","4.5","25","18552","Chicken"
